Download started at 14/11/2025  0:22:58,32 
 
[001] Downloading Al-Fatihah (7 ayahs)... 
  [OK] 068017.mp3 - Al-Qalam Ayah 17 
  [OK] 068018.mp3 - Al-Qalam Ayah 18 
  [OK] 068019.mp3 - Al-Qalam Ayah 19 
  [OK] 068020.mp3 - Al-Qalam Ayah 20 
  [OK] 068021.mp3 - Al-Qalam Ayah 21 
  [OK] 068022.mp3 - Al-Qalam Ayah 22 
  [OK] 068023.mp3 - Al-Qalam Ayah 23 
  [OK] 068024.mp3 - Al-Qalam Ayah 24 
  [OK] 068025.mp3 - Al-Qalam Ayah 25 
  [OK] 068026.mp3 - Al-Qalam Ayah 26 
  [OK] 068027.mp3 - Al-Qalam Ayah 27 
  [OK] 068028.mp3 - Al-Qalam Ayah 28 
  [OK] 068029.mp3 - Al-Qalam Ayah 29 
  [OK] 068030.mp3 - Al-Qalam Ayah 30 
  [OK] 068031.mp3 - Al-Qalam Ayah 31 
  [OK] 068032.mp3 - Al-Qalam Ayah 32 
  [OK] 068033.mp3 - Al-Qalam Ayah 33 
  [OK] 068034.mp3 - Al-Qalam Ayah 34 
  [OK] 068035.mp3 - Al-Qalam Ayah 35 
  [OK] 068036.mp3 - Al-Qalam Ayah 36 
  [OK] 068037.mp3 - Al-Qalam Ayah 37 
  [OK] 068038.mp3 - Al-Qalam Ayah 38 
  [OK] 068039.mp3 - Al-Qalam Ayah 39 
  [OK] 068040.mp3 - Al-Qalam Ayah 40 
  [OK] 068041.mp3 - Al-Qalam Ayah 41 
  [OK] 068042.mp3 - Al-Qalam Ayah 42 
  [OK] 068043.mp3 - Al-Qalam Ayah 43 
  [OK] 068044.mp3 - Al-Qalam Ayah 44 
  [OK] 068045.mp3 - Al-Qalam Ayah 45 
  [OK] 068046.mp3 - Al-Qalam Ayah 46 
  [OK] 068047.mp3 - Al-Qalam Ayah 47 
  [OK] 068048.mp3 - Al-Qalam Ayah 48 
  [OK] 068049.mp3 - Al-Qalam Ayah 49 
  [OK] 068050.mp3 - Al-Qalam Ayah 50 
  [OK] 068051.mp3 - Al-Qalam Ayah 51 
  [OK] 068052.mp3 - Al-Qalam Ayah 52 
[068] Al-Qalam complete! 
[063] Downloading Al-Munafiqun (11 ayahs)... 
  [OK] 063001.mp3 - Al-Munafiqun Ayah 1 
  [OK] 063002.mp3 - Al-Munafiqun Ayah 2 
  [OK] 063003.mp3 - Al-Munafiqun Ayah 3 
  [OK] 063004.mp3 - Al-Munafiqun Ayah 4 
  [OK] 063005.mp3 - Al-Munafiqun Ayah 5 
  [OK] 063006.mp3 - Al-Munafiqun Ayah 6 
  [OK] 063007.mp3 - Al-Munafiqun Ayah 7 
  [OK] 063008.mp3 - Al-Munafiqun Ayah 8 
  [OK] 063009.mp3 - Al-Munafiqun Ayah 9 
  [OK] 063010.mp3 - Al-Munafiqun Ayah 10 
  [OK] 063011.mp3 - Al-Munafiqun Ayah 11 
[063] Al-Munafiqun complete! 
[064] Downloading At-Taghabun (18 ayahs)... 
  [OK] 064001.mp3 - At-Taghabun Ayah 1 
  [OK] 064002.mp3 - At-Taghabun Ayah 2 
  [OK] 064003.mp3 - At-Taghabun Ayah 3 
  [OK] 064004.mp3 - At-Taghabun Ayah 4 
  [OK] 064005.mp3 - At-Taghabun Ayah 5 
  [OK] 064006.mp3 - At-Taghabun Ayah 6 
  [OK] 064007.mp3 - At-Taghabun Ayah 7 
  [OK] 064008.mp3 - At-Taghabun Ayah 8 
  [OK] 064009.mp3 - At-Taghabun Ayah 9 
  [OK] 064010.mp3 - At-Taghabun Ayah 10 
  [OK] 064011.mp3 - At-Taghabun Ayah 11 
  [OK] 064012.mp3 - At-Taghabun Ayah 12 
  [OK] 064013.mp3 - At-Taghabun Ayah 13 
  [OK] 064014.mp3 - At-Taghabun Ayah 14 
  [OK] 064015.mp3 - At-Taghabun Ayah 15 
  [OK] 064016.mp3 - At-Taghabun Ayah 16 
  [OK] 064017.mp3 - At-Taghabun Ayah 17 
  [OK] 064018.mp3 - At-Taghabun Ayah 18 
[064] At-Taghabun complete! 
[065] Downloading At-Talaq (12 ayahs)... 
  [OK] 065001.mp3 - At-Talaq Ayah 1 
  [OK] 065002.mp3 - At-Talaq Ayah 2 
  [OK] 065003.mp3 - At-Talaq Ayah 3 
  [OK] 065004.mp3 - At-Talaq Ayah 4 
  [OK] 065005.mp3 - At-Talaq Ayah 5 
  [OK] 065006.mp3 - At-Talaq Ayah 6 
  [OK] 065007.mp3 - At-Talaq Ayah 7 
  [OK] 065008.mp3 - At-Talaq Ayah 8 
  [OK] 065009.mp3 - At-Talaq Ayah 9 
  [OK] 065010.mp3 - At-Talaq Ayah 10 
  [OK] 065011.mp3 - At-Talaq Ayah 11 
  [OK] 065012.mp3 - At-Talaq Ayah 12 
[065] At-Talaq complete! 
[066] Downloading At-Tahrim (12 ayahs)... 
  [OK] 066001.mp3 - At-Tahrim Ayah 1 
  [OK] 066002.mp3 - At-Tahrim Ayah 2 
  [OK] 066003.mp3 - At-Tahrim Ayah 3 
  [OK] 066004.mp3 - At-Tahrim Ayah 4 
  [OK] 066005.mp3 - At-Tahrim Ayah 5 
  [OK] 066006.mp3 - At-Tahrim Ayah 6 
  [OK] 066007.mp3 - At-Tahrim Ayah 7 
  [OK] 066008.mp3 - At-Tahrim Ayah 8 
  [OK] 066009.mp3 - At-Tahrim Ayah 9 
  [OK] 066010.mp3 - At-Tahrim Ayah 10 
  [OK] 066011.mp3 - At-Tahrim Ayah 11 
  [OK] 066012.mp3 - At-Tahrim Ayah 12 
[066] At-Tahrim complete! 
[067] Downloading Al-Mulk (30 ayahs)... 
  [OK] 067001.mp3 - Al-Mulk Ayah 1 
  [OK] 067002.mp3 - Al-Mulk Ayah 2 
  [OK] 067003.mp3 - Al-Mulk Ayah 3 
  [OK] 067004.mp3 - Al-Mulk Ayah 4 
  [OK] 067005.mp3 - Al-Mulk Ayah 5 
  [OK] 067006.mp3 - Al-Mulk Ayah 6 
  [OK] 067007.mp3 - Al-Mulk Ayah 7 
  [OK] 067008.mp3 - Al-Mulk Ayah 8 
  [OK] 067009.mp3 - Al-Mulk Ayah 9 
  [OK] 067010.mp3 - Al-Mulk Ayah 10 
  [OK] 067011.mp3 - Al-Mulk Ayah 11 
  [OK] 067012.mp3 - Al-Mulk Ayah 12 
  [OK] 067013.mp3 - Al-Mulk Ayah 13 
  [OK] 067014.mp3 - Al-Mulk Ayah 14 
  [OK] 067015.mp3 - Al-Mulk Ayah 15 
  [OK] 067016.mp3 - Al-Mulk Ayah 16 
  [OK] 067017.mp3 - Al-Mulk Ayah 17 
  [OK] 067018.mp3 - Al-Mulk Ayah 18 
  [OK] 067019.mp3 - Al-Mulk Ayah 19 
  [OK] 067020.mp3 - Al-Mulk Ayah 20 
  [OK] 067021.mp3 - Al-Mulk Ayah 21 
  [OK] 067022.mp3 - Al-Mulk Ayah 22 
  [OK] 067023.mp3 - Al-Mulk Ayah 23 
  [OK] 067024.mp3 - Al-Mulk Ayah 24 
  [OK] 067025.mp3 - Al-Mulk Ayah 25 
  [OK] 067026.mp3 - Al-Mulk Ayah 26 
  [OK] 067027.mp3 - Al-Mulk Ayah 27 
  [OK] 067028.mp3 - Al-Mulk Ayah 28 
  [OK] 067029.mp3 - Al-Mulk Ayah 29 
  [OK] 067030.mp3 - Al-Mulk Ayah 30 
[067] Al-Mulk complete! 
[068] Downloading Al-Qalam (52 ayahs)... 
  [OK] 068001.mp3 - Al-Qalam Ayah 1 
  [OK] 068002.mp3 - Al-Qalam Ayah 2 
  [OK] 068003.mp3 - Al-Qalam Ayah 3 
  [OK] 068004.mp3 - Al-Qalam Ayah 4 
  [OK] 068005.mp3 - Al-Qalam Ayah 5 
  [OK] 068006.mp3 - Al-Qalam Ayah 6 
  [OK] 068007.mp3 - Al-Qalam Ayah 7 
  [OK] 068008.mp3 - Al-Qalam Ayah 8 
  [OK] 068009.mp3 - Al-Qalam Ayah 9 
  [OK] 068010.mp3 - Al-Qalam Ayah 10 
  [OK] 068011.mp3 - Al-Qalam Ayah 11 
  [OK] 068012.mp3 - Al-Qalam Ayah 12 
  [OK] 068013.mp3 - Al-Qalam Ayah 13 
  [OK] 068014.mp3 - Al-Qalam Ayah 14 
  [OK] 068015.mp3 - Al-Qalam Ayah 15 
  [OK] 068016.mp3 - Al-Qalam Ayah 16 
  [OK] 068017.mp3 - Al-Qalam Ayah 17 
  [OK] 068018.mp3 - Al-Qalam Ayah 18 
  [OK] 068019.mp3 - Al-Qalam Ayah 19 
  [OK] 068020.mp3 - Al-Qalam Ayah 20 
  [OK] 068021.mp3 - Al-Qalam Ayah 21 
  [OK] 068022.mp3 - Al-Qalam Ayah 22 
  [OK] 068023.mp3 - Al-Qalam Ayah 23 
  [OK] 068024.mp3 - Al-Qalam Ayah 24 
  [OK] 068025.mp3 - Al-Qalam Ayah 25 
  [OK] 068026.mp3 - Al-Qalam Ayah 26 
  [OK] 068027.mp3 - Al-Qalam Ayah 27 
  [OK] 068028.mp3 - Al-Qalam Ayah 28 
  [OK] 068029.mp3 - Al-Qalam Ayah 29 
  [OK] 068030.mp3 - Al-Qalam Ayah 30 
  [OK] 068031.mp3 - Al-Qalam Ayah 31 
  [OK] 068032.mp3 - Al-Qalam Ayah 32 
  [OK] 068033.mp3 - Al-Qalam Ayah 33 
  [OK] 068034.mp3 - Al-Qalam Ayah 34 
  [OK] 068035.mp3 - Al-Qalam Ayah 35 
  [OK] 068036.mp3 - Al-Qalam Ayah 36 
  [OK] 068037.mp3 - Al-Qalam Ayah 37 
  [OK] 068038.mp3 - Al-Qalam Ayah 38 
  [OK] 068039.mp3 - Al-Qalam Ayah 39 
  [OK] 068040.mp3 - Al-Qalam Ayah 40 
  [OK] 068041.mp3 - Al-Qalam Ayah 41 
  [OK] 068042.mp3 - Al-Qalam Ayah 42 
  [OK] 068043.mp3 - Al-Qalam Ayah 43 
  [OK] 068044.mp3 - Al-Qalam Ayah 44 
  [OK] 068045.mp3 - Al-Qalam Ayah 45 
  [OK] 068046.mp3 - Al-Qalam Ayah 46 
  [OK] 068047.mp3 - Al-Qalam Ayah 47 
  [OK] 068048.mp3 - Al-Qalam Ayah 48 
  [OK] 068049.mp3 - Al-Qalam Ayah 49 
  [OK] 068050.mp3 - Al-Qalam Ayah 50 
  [OK] 068051.mp3 - Al-Qalam Ayah 51 
  [OK] 068052.mp3 - Al-Qalam Ayah 52 
[068] Al-Qalam complete! 
[063] Downloading Al-Munafiqun (11 ayahs)... 
  [OK] 063001.mp3 - Al-Munafiqun Ayah 1 
  [OK] 063002.mp3 - Al-Munafiqun Ayah 2 
  [OK] 063003.mp3 - Al-Munafiqun Ayah 3 
  [OK] 063004.mp3 - Al-Munafiqun Ayah 4 
  [OK] 063005.mp3 - Al-Munafiqun Ayah 5 
  [OK] 063006.mp3 - Al-Munafiqun Ayah 6 
  [OK] 063007.mp3 - Al-Munafiqun Ayah 7 
  [OK] 063008.mp3 - Al-Munafiqun Ayah 8 
  [OK] 063009.mp3 - Al-Munafiqun Ayah 9 
  [OK] 063010.mp3 - Al-Munafiqun Ayah 10 
  [OK] 063011.mp3 - Al-Munafiqun Ayah 11 
[063] Al-Munafiqun complete! 
[064] Downloading At-Taghabun (18 ayahs)... 
  [OK] 064001.mp3 - At-Taghabun Ayah 1 
  [OK] 064002.mp3 - At-Taghabun Ayah 2 
  [OK] 064003.mp3 - At-Taghabun Ayah 3 
  [OK] 064004.mp3 - At-Taghabun Ayah 4 
  [OK] 064005.mp3 - At-Taghabun Ayah 5 
  [OK] 064006.mp3 - At-Taghabun Ayah 6 
  [OK] 064007.mp3 - At-Taghabun Ayah 7 
  [OK] 064008.mp3 - At-Taghabun Ayah 8 
  [OK] 064009.mp3 - At-Taghabun Ayah 9 
  [OK] 064010.mp3 - At-Taghabun Ayah 10 
  [OK] 064011.mp3 - At-Taghabun Ayah 11 
  [OK] 064012.mp3 - At-Taghabun Ayah 12 
  [OK] 064013.mp3 - At-Taghabun Ayah 13 
  [OK] 064014.mp3 - At-Taghabun Ayah 14 
  [OK] 064015.mp3 - At-Taghabun Ayah 15 
  [OK] 064016.mp3 - At-Taghabun Ayah 16 
  [OK] 064017.mp3 - At-Taghabun Ayah 17 
  [OK] 064018.mp3 - At-Taghabun Ayah 18 
[064] At-Taghabun complete! 
[065] Downloading At-Talaq (12 ayahs)... 
  [OK] 065001.mp3 - At-Talaq Ayah 1 
  [OK] 065002.mp3 - At-Talaq Ayah 2 
  [OK] 065003.mp3 - At-Talaq Ayah 3 
  [OK] 065004.mp3 - At-Talaq Ayah 4 
  [OK] 065005.mp3 - At-Talaq Ayah 5 
  [OK] 065006.mp3 - At-Talaq Ayah 6 
  [OK] 065007.mp3 - At-Talaq Ayah 7 
  [OK] 065008.mp3 - At-Talaq Ayah 8 
  [OK] 065009.mp3 - At-Talaq Ayah 9 
  [OK] 065010.mp3 - At-Talaq Ayah 10 
  [OK] 065011.mp3 - At-Talaq Ayah 11 
  [OK] 065012.mp3 - At-Talaq Ayah 12 
[065] At-Talaq complete! 
[066] Downloading At-Tahrim (12 ayahs)... 
  [OK] 066001.mp3 - At-Tahrim Ayah 1 
  [OK] 066002.mp3 - At-Tahrim Ayah 2 
  [OK] 066003.mp3 - At-Tahrim Ayah 3 
  [OK] 066004.mp3 - At-Tahrim Ayah 4 
  [OK] 066005.mp3 - At-Tahrim Ayah 5 
  [OK] 066006.mp3 - At-Tahrim Ayah 6 
  [OK] 066007.mp3 - At-Tahrim Ayah 7 
  [OK] 066008.mp3 - At-Tahrim Ayah 8 
  [OK] 066009.mp3 - At-Tahrim Ayah 9 
  [OK] 066010.mp3 - At-Tahrim Ayah 10 
  [OK] 066011.mp3 - At-Tahrim Ayah 11 
  [OK] 066012.mp3 - At-Tahrim Ayah 12 
[066] At-Tahrim complete! 
[067] Downloading Al-Mulk (30 ayahs)... 
  [OK] 067001.mp3 - Al-Mulk Ayah 1 
  [OK] 067002.mp3 - Al-Mulk Ayah 2 
  [OK] 067003.mp3 - Al-Mulk Ayah 3 
  [OK] 067004.mp3 - Al-Mulk Ayah 4 
  [OK] 067005.mp3 - Al-Mulk Ayah 5 
  [OK] 067006.mp3 - Al-Mulk Ayah 6 
  [OK] 067007.mp3 - Al-Mulk Ayah 7 
  [OK] 067008.mp3 - Al-Mulk Ayah 8 
  [OK] 067009.mp3 - Al-Mulk Ayah 9 
  [OK] 067010.mp3 - Al-Mulk Ayah 10 
  [OK] 067011.mp3 - Al-Mulk Ayah 11 
  [OK] 067012.mp3 - Al-Mulk Ayah 12 
  [OK] 067013.mp3 - Al-Mulk Ayah 13 
  [OK] 067014.mp3 - Al-Mulk Ayah 14 
  [OK] 067015.mp3 - Al-Mulk Ayah 15 
  [OK] 067016.mp3 - Al-Mulk Ayah 16 
  [OK] 067017.mp3 - Al-Mulk Ayah 17 
  [OK] 067018.mp3 - Al-Mulk Ayah 18 
  [OK] 067019.mp3 - Al-Mulk Ayah 19 
  [OK] 067020.mp3 - Al-Mulk Ayah 20 
  [OK] 067021.mp3 - Al-Mulk Ayah 21 
  [OK] 067022.mp3 - Al-Mulk Ayah 22 
  [OK] 067023.mp3 - Al-Mulk Ayah 23 
  [OK] 067024.mp3 - Al-Mulk Ayah 24 
  [OK] 067025.mp3 - Al-Mulk Ayah 25 
  [OK] 067026.mp3 - Al-Mulk Ayah 26 
  [OK] 067027.mp3 - Al-Mulk Ayah 27 
  [OK] 067028.mp3 - Al-Mulk Ayah 28 
  [OK] 067029.mp3 - Al-Mulk Ayah 29 
  [OK] 067030.mp3 - Al-Mulk Ayah 30 
[067] Al-Mulk complete! 
[068] Downloading Al-Qalam (52 ayahs)... 
  [OK] 068001.mp3 - Al-Qalam Ayah 1 
  [OK] 068002.mp3 - Al-Qalam Ayah 2 
  [OK] 068003.mp3 - Al-Qalam Ayah 3 
  [OK] 068004.mp3 - Al-Qalam Ayah 4 
  [OK] 068005.mp3 - Al-Qalam Ayah 5 
  [OK] 068006.mp3 - Al-Qalam Ayah 6 
  [OK] 068007.mp3 - Al-Qalam Ayah 7 
  [OK] 068008.mp3 - Al-Qalam Ayah 8 
  [OK] 068009.mp3 - Al-Qalam Ayah 9 
  [OK] 068010.mp3 - Al-Qalam Ayah 10 
  [OK] 068011.mp3 - Al-Qalam Ayah 11 
  [OK] 068012.mp3 - Al-Qalam Ayah 12 
  [OK] 068013.mp3 - Al-Qalam Ayah 13 
  [OK] 068014.mp3 - Al-Qalam Ayah 14 
  [OK] 068015.mp3 - Al-Qalam Ayah 15 
  [OK] 068016.mp3 - Al-Qalam Ayah 16 
  [OK] 068017.mp3 - Al-Qalam Ayah 17 
  [OK] 068018.mp3 - Al-Qalam Ayah 18 
  [OK] 068019.mp3 - Al-Qalam Ayah 19 
  [OK] 068020.mp3 - Al-Qalam Ayah 20 
  [OK] 068021.mp3 - Al-Qalam Ayah 21 
  [OK] 068022.mp3 - Al-Qalam Ayah 22 
  [OK] 068023.mp3 - Al-Qalam Ayah 23 
  [OK] 068024.mp3 - Al-Qalam Ayah 24 
  [OK] 068025.mp3 - Al-Qalam Ayah 25 
  [OK] 068026.mp3 - Al-Qalam Ayah 26 
  [OK] 068027.mp3 - Al-Qalam Ayah 27 
  [OK] 068028.mp3 - Al-Qalam Ayah 28 
  [OK] 068029.mp3 - Al-Qalam Ayah 29 
  [OK] 068030.mp3 - Al-Qalam Ayah 30 
  [OK] 068031.mp3 - Al-Qalam Ayah 31 
  [OK] 068032.mp3 - Al-Qalam Ayah 32 
  [OK] 068033.mp3 - Al-Qalam Ayah 33 
  [OK] 068034.mp3 - Al-Qalam Ayah 34 
  [OK] 068035.mp3 - Al-Qalam Ayah 35 
  [OK] 068036.mp3 - Al-Qalam Ayah 36 
  [OK] 068037.mp3 - Al-Qalam Ayah 37 
  [OK] 068038.mp3 - Al-Qalam Ayah 38 
  [OK] 068039.mp3 - Al-Qalam Ayah 39 
  [OK] 068040.mp3 - Al-Qalam Ayah 40 
  [OK] 068041.mp3 - Al-Qalam Ayah 41 
  [OK] 068042.mp3 - Al-Qalam Ayah 42 
  [OK] 068043.mp3 - Al-Qalam Ayah 43 
  [OK] 068044.mp3 - Al-Qalam Ayah 44 
  [OK] 068045.mp3 - Al-Qalam Ayah 45 
  [OK] 068046.mp3 - Al-Qalam Ayah 46 
  [OK] 068047.mp3 - Al-Qalam Ayah 47 
  [OK] 068048.mp3 - Al-Qalam Ayah 48 
  [OK] 068049.mp3 - Al-Qalam Ayah 49 
  [OK] 068050.mp3 - Al-Qalam Ayah 50 
  [OK] 068051.mp3 - Al-Qalam Ayah 51 
  [OK] 068052.mp3 - Al-Qalam Ayah 52 
[068] Al-Qalam complete! 
[063] Downloading Al-Munafiqun (11 ayahs)... 
  [OK] 063001.mp3 - Al-Munafiqun Ayah 1 
  [OK] 063002.mp3 - Al-Munafiqun Ayah 2 
  [OK] 063003.mp3 - Al-Munafiqun Ayah 3 
  [OK] 063004.mp3 - Al-Munafiqun Ayah 4 
  [OK] 063005.mp3 - Al-Munafiqun Ayah 5 
  [OK] 063006.mp3 - Al-Munafiqun Ayah 6 
  [OK] 063007.mp3 - Al-Munafiqun Ayah 7 
  [OK] 063008.mp3 - Al-Munafiqun Ayah 8 
  [OK] 063009.mp3 - Al-Munafiqun Ayah 9 
  [OK] 063010.mp3 - Al-Munafiqun Ayah 10 
  [OK] 063011.mp3 - Al-Munafiqun Ayah 11 
[063] Al-Munafiqun complete! 
[064] Downloading At-Taghabun (18 ayahs)... 
  [OK] 064001.mp3 - At-Taghabun Ayah 1 
  [OK] 064002.mp3 - At-Taghabun Ayah 2 
  [OK] 064003.mp3 - At-Taghabun Ayah 3 
  [OK] 064004.mp3 - At-Taghabun Ayah 4 
  [OK] 064005.mp3 - At-Taghabun Ayah 5 
  [OK] 064006.mp3 - At-Taghabun Ayah 6 
  [OK] 064007.mp3 - At-Taghabun Ayah 7 
  [OK] 064008.mp3 - At-Taghabun Ayah 8 
  [OK] 064009.mp3 - At-Taghabun Ayah 9 
  [OK] 064010.mp3 - At-Taghabun Ayah 10 
  [OK] 064011.mp3 - At-Taghabun Ayah 11 
  [OK] 064012.mp3 - At-Taghabun Ayah 12 
  [OK] 064013.mp3 - At-Taghabun Ayah 13 
  [OK] 064014.mp3 - At-Taghabun Ayah 14 
  [OK] 064015.mp3 - At-Taghabun Ayah 15 
  [OK] 064016.mp3 - At-Taghabun Ayah 16 
  [OK] 064017.mp3 - At-Taghabun Ayah 17 
  [OK] 064018.mp3 - At-Taghabun Ayah 18 
[064] At-Taghabun complete! 
[065] Downloading At-Talaq (12 ayahs)... 
  [OK] 065001.mp3 - At-Talaq Ayah 1 
  [OK] 065002.mp3 - At-Talaq Ayah 2 
  [OK] 065003.mp3 - At-Talaq Ayah 3 
  [OK] 065004.mp3 - At-Talaq Ayah 4 
  [OK] 065005.mp3 - At-Talaq Ayah 5 
  [OK] 065006.mp3 - At-Talaq Ayah 6 
  [OK] 065007.mp3 - At-Talaq Ayah 7 
  [OK] 065008.mp3 - At-Talaq Ayah 8 
  [OK] 065009.mp3 - At-Talaq Ayah 9 
  [OK] 065010.mp3 - At-Talaq Ayah 10 
  [OK] 065011.mp3 - At-Talaq Ayah 11 
  [OK] 065012.mp3 - At-Talaq Ayah 12 
[065] At-Talaq complete! 
[066] Downloading At-Tahrim (12 ayahs)... 
  [OK] 066001.mp3 - At-Tahrim Ayah 1 
  [OK] 066002.mp3 - At-Tahrim Ayah 2 
  [OK] 066003.mp3 - At-Tahrim Ayah 3 
  [OK] 066004.mp3 - At-Tahrim Ayah 4 
  [OK] 066005.mp3 - At-Tahrim Ayah 5 
  [OK] 066006.mp3 - At-Tahrim Ayah 6 
  [OK] 066007.mp3 - At-Tahrim Ayah 7 
  [OK] 066008.mp3 - At-Tahrim Ayah 8 
  [OK] 066009.mp3 - At-Tahrim Ayah 9 
  [OK] 066010.mp3 - At-Tahrim Ayah 10 
  [OK] 066011.mp3 - At-Tahrim Ayah 11 
  [OK] 066012.mp3 - At-Tahrim Ayah 12 
[066] At-Tahrim complete! 
[067] Downloading Al-Mulk (30 ayahs)... 
  [OK] 067001.mp3 - Al-Mulk Ayah 1 
  [OK] 067002.mp3 - Al-Mulk Ayah 2 
  [OK] 067003.mp3 - Al-Mulk Ayah 3 
  [OK] 067004.mp3 - Al-Mulk Ayah 4 
  [OK] 067005.mp3 - Al-Mulk Ayah 5 
  [OK] 067006.mp3 - Al-Mulk Ayah 6 
  [OK] 067007.mp3 - Al-Mulk Ayah 7 
  [OK] 067008.mp3 - Al-Mulk Ayah 8 
  [OK] 067009.mp3 - Al-Mulk Ayah 9 
  [OK] 067010.mp3 - Al-Mulk Ayah 10 
  [OK] 067011.mp3 - Al-Mulk Ayah 11 
  [OK] 067012.mp3 - Al-Mulk Ayah 12 
  [OK] 067013.mp3 - Al-Mulk Ayah 13 
  [OK] 067014.mp3 - Al-Mulk Ayah 14 
  [OK] 067015.mp3 - Al-Mulk Ayah 15 
  [OK] 067016.mp3 - Al-Mulk Ayah 16 
  [OK] 067017.mp3 - Al-Mulk Ayah 17 
  [OK] 067018.mp3 - Al-Mulk Ayah 18 
  [OK] 067019.mp3 - Al-Mulk Ayah 19 
  [OK] 067020.mp3 - Al-Mulk Ayah 20 
  [OK] 067021.mp3 - Al-Mulk Ayah 21 
  [OK] 067022.mp3 - Al-Mulk Ayah 22 
  [OK] 067023.mp3 - Al-Mulk Ayah 23 
  [OK] 067024.mp3 - Al-Mulk Ayah 24 
  [OK] 067025.mp3 - Al-Mulk Ayah 25 
  [OK] 067026.mp3 - Al-Mulk Ayah 26 
  [OK] 067027.mp3 - Al-Mulk Ayah 27 
  [OK] 067028.mp3 - Al-Mulk Ayah 28 
  [OK] 067029.mp3 - Al-Mulk Ayah 29 
  [OK] 067030.mp3 - Al-Mulk Ayah 30 
[067] Al-Mulk complete! 
[068] Downloading Al-Qalam (52 ayahs)... 
  [OK] 068001.mp3 - Al-Qalam Ayah 1 
  [OK] 068002.mp3 - Al-Qalam Ayah 2 
  [OK] 068003.mp3 - Al-Qalam Ayah 3 
  [OK] 068004.mp3 - Al-Qalam Ayah 4 
  [OK] 068005.mp3 - Al-Qalam Ayah 5 
  [OK] 068006.mp3 - Al-Qalam Ayah 6 
  [OK] 068007.mp3 - Al-Qalam Ayah 7 
  [OK] 068008.mp3 - Al-Qalam Ayah 8 
  [OK] 068009.mp3 - Al-Qalam Ayah 9 
  [OK] 068010.mp3 - Al-Qalam Ayah 10 
  [OK] 068011.mp3 - Al-Qalam Ayah 11 
  [OK] 068012.mp3 - Al-Qalam Ayah 12 
  [OK] 068013.mp3 - Al-Qalam Ayah 13 
  [OK] 068014.mp3 - Al-Qalam Ayah 14 
  [OK] 068015.mp3 - Al-Qalam Ayah 15 
  [OK] 068016.mp3 - Al-Qalam Ayah 16 
  [OK] 068017.mp3 - Al-Qalam Ayah 17 
  [OK] 068018.mp3 - Al-Qalam Ayah 18 
  [OK] 068019.mp3 - Al-Qalam Ayah 19 
  [OK] 068020.mp3 - Al-Qalam Ayah 20 
  [OK] 068021.mp3 - Al-Qalam Ayah 21 
  [OK] 068022.mp3 - Al-Qalam Ayah 22 
  [OK] 068023.mp3 - Al-Qalam Ayah 23 
  [OK] 068024.mp3 - Al-Qalam Ayah 24 
  [OK] 068025.mp3 - Al-Qalam Ayah 25 
  [OK] 068026.mp3 - Al-Qalam Ayah 26 
  [OK] 068027.mp3 - Al-Qalam Ayah 27 
  [OK] 068028.mp3 - Al-Qalam Ayah 28 
  [OK] 068029.mp3 - Al-Qalam Ayah 29 
  [OK] 068030.mp3 - Al-Qalam Ayah 30 
  [OK] 068031.mp3 - Al-Qalam Ayah 31 
  [OK] 068032.mp3 - Al-Qalam Ayah 32 
  [OK] 068033.mp3 - Al-Qalam Ayah 33 
  [OK] 068034.mp3 - Al-Qalam Ayah 34 
  [OK] 068035.mp3 - Al-Qalam Ayah 35 
  [OK] 068036.mp3 - Al-Qalam Ayah 36 
  [OK] 068037.mp3 - Al-Qalam Ayah 37 
  [OK] 068038.mp3 - Al-Qalam Ayah 38 
  [OK] 068039.mp3 - Al-Qalam Ayah 39 
  [OK] 068040.mp3 - Al-Qalam Ayah 40 
  [OK] 068041.mp3 - Al-Qalam Ayah 41 
  [OK] 068042.mp3 - Al-Qalam Ayah 42 
  [OK] 068043.mp3 - Al-Qalam Ayah 43 
  [OK] 068044.mp3 - Al-Qalam Ayah 44 
  [OK] 068045.mp3 - Al-Qalam Ayah 45 
  [OK] 068046.mp3 - Al-Qalam Ayah 46 
  [OK] 068047.mp3 - Al-Qalam Ayah 47 
  [OK] 068048.mp3 - Al-Qalam Ayah 48 
  [OK] 068049.mp3 - Al-Qalam Ayah 49 
  [OK] 068050.mp3 - Al-Qalam Ayah 50 
  [OK] 068051.mp3 - Al-Qalam Ayah 51 
  [OK] 068052.mp3 - Al-Qalam Ayah 52 
[068] Al-Qalam complete! 
[063] Downloading Al-Munafiqun (11 ayahs)... 
  [OK] 063001.mp3 - Al-Munafiqun Ayah 1 
  [OK] 063002.mp3 - Al-Munafiqun Ayah 2 
  [OK] 063003.mp3 - Al-Munafiqun Ayah 3 
  [OK] 063004.mp3 - Al-Munafiqun Ayah 4 
  [OK] 063005.mp3 - Al-Munafiqun Ayah 5 
  [OK] 063006.mp3 - Al-Munafiqun Ayah 6 
  [OK] 063007.mp3 - Al-Munafiqun Ayah 7 
  [OK] 063008.mp3 - Al-Munafiqun Ayah 8 
  [OK] 063009.mp3 - Al-Munafiqun Ayah 9 
  [OK] 063010.mp3 - Al-Munafiqun Ayah 10 
  [OK] 063011.mp3 - Al-Munafiqun Ayah 11 
[063] Al-Munafiqun complete! 
